"fips","Urban_Code"
48305,"Medium metro"
48307,"Noncore"
48309,"Medium metro"
48311,"Noncore"
48313,"Noncore"
48315,"Noncore"
48317,"Small metro"
48321,"Micropolitan"
48323,"Micropolitan"
48325,"Large fringe metro"
48327,"Noncore"
48329,"Small metro"
48331,"Noncore"
48333,"Noncore"
48335,"Noncore"
48337,"Noncore"
48339,"Large fringe metro"
48341,"Micropolitan"
48343,"Noncore"
48345,"Noncore"
48347,"Micropolitan"
48349,"Micropolitan"
48351,"Medium metro"
48353,"Micropolitan"
48355,"Medium metro"
48357,"Noncore"
48361,"Medium metro"
48363,"Micropolitan"
48365,"Noncore"
48367,"Large fringe metro"
48369,"Noncore"
48371,"Noncore"
48373,"Noncore"
48375,"Medium metro"
48377,"Noncore"
48379,"Noncore"
48381,"Medium metro"
48383,"Noncore"
48385,"Noncore"
48387,"Noncore"
48389,"Micropolitan"
48391,"Noncore"
48395,"Small metro"
48397,"Large fringe metro"
48399,"Noncore"
48401,"Small metro"
48403,"Noncore"
48405,"Noncore"
48407,"Noncore"
48409,"Medium metro"
48411,"Noncore"
48413,"Noncore"
48415,"Micropolitan"
48417,"Noncore"
48419,"Noncore"
48421,"Noncore"
48423,"Small metro"
48425,"Large fringe metro"
48427,"Micropolitan"
48429,"Noncore"
48431,"Noncore"
48433,"Noncore"
48435,"Noncore"
48437,"Noncore"
48439,"Large central metro"
48441,"Small metro"
48445,"Noncore"
48447,"Noncore"
48449,"Micropolitan"
48451,"Small metro"
48453,"Large central metro"
48455,"Micropolitan"
48457,"Noncore"
48459,"Small metro"
48461,"Noncore"
48463,"Micropolitan"
48465,"Micropolitan"
48467,"Noncore"
48469,"Small metro"
48471,"Micropolitan"
48473,"Large fringe metro"
48475,"Noncore"
48477,"Micropolitan"
48479,"Medium metro"
48481,"Micropolitan"
48483,"Noncore"
48485,"Small metro"
48487,"Micropolitan"
48489,"Micropolitan"
48491,"Large fringe metro"
48493,"Large fringe metro"
48495,"Noncore"
48497,"Large fringe metro"
48499,"Noncore"
48501,"Noncore"
48503,"Noncore"
48505,"Micropolitan"
48507,"Noncore"
49001,"Noncore"
49003,"Medium metro"
49005,"Small metro"
49007,"Micropolitan"
49011,"Medium metro"
49013,"Noncore"
49015,"Noncore"
49017,"Noncore"
49019,"Noncore"
49021,"Micropolitan"
49023,"Medium metro"
49025,"Noncore"
49027,"Noncore"
49029,"Medium metro"
49035,"Large central metro"
49037,"Noncore"
49039,"Noncore"
49041,"Noncore"
49043,"Micropolitan"
49045,"Large fringe metro"
49047,"Micropolitan"
49049,"Medium metro"
49051,"Micropolitan"
49053,"Small metro"
49057,"Medium metro"
51001,"Noncore"
51003,"Small metro"
51005,"Noncore"
51007,"Large fringe metro"
51009,"Medium metro"
51011,"Medium metro"
51013,"Large central metro"
51015,"Small metro"
51017,"Noncore"
51019,"Medium metro"
51021,"Noncore"
51023,"Medium metro"
51025,"Noncore"
51027,"Noncore"
51029,"Small metro"
51031,"Medium metro"
51033,"Large fringe metro"
51035,"Noncore"
51036,"Large fringe metro"
51037,"Noncore"
51041,"Large fringe metro"
51043,"Large fringe metro"
51047,"Large fringe metro"
51049,"Noncore"
51051,"Micropolitan"
51053,"Large fringe metro"
51057,"Noncore"
51059,"Large fringe metro"
51061,"Large fringe metro"
51063,"Small metro"
51065,"Small metro"
51067,"Medium metro"
51069,"Small metro"
51071,"Small metro"
51073,"Large fringe metro"
51075,"Large fringe metro"
51077,"Noncore"
51079,"Small metro"
51081,"Noncore"
51083,"Noncore"
51085,"Large fringe metro"
51087,"Large fringe metro"
51089,"Micropolitan"
51091,"Noncore"
51093,"Large fringe metro"
51095,"Large fringe metro"
51097,"Noncore"
51099,"Noncore"
51101,"Large fringe metro"
51103,"Noncore"
51105,"Noncore"
51107,"Large fringe metro"
51109,"Noncore"
51111,"Noncore"
51113,"Noncore"
51115,"Large fringe metro"
51117,"Noncore"
51119,"Noncore"
51121,"Small metro"
51127,"Large fringe metro"
51131,"Noncore"
51133,"Noncore"
51135,"Noncore"
51137,"Noncore"
51139,"Noncore"
51141,"Noncore"
51143,"Micropolitan"
51145,"Large fringe metro"
51147,"Noncore"
51149,"Large fringe metro"
51153,"Large fringe metro"
51155,"Small metro"
51159,"Noncore"
51161,"Medium metro"
51163,"Noncore"
51165,"Small metro"
51167,"Noncore"
51169,"Medium metro"
51171,"Noncore"
51173,"Noncore"
51175,"Noncore"
51177,"Large fringe metro"
51179,"Large fringe metro"
51181,"Noncore"
51183,"Large fringe metro"
51185,"Micropolitan"
51187,"Large fringe metro"
51191,"Medium metro"
51193,"Noncore"
51195,"Micropolitan"
51197,"Noncore"
51199,"Large fringe metro"
51510,"Large central metro"
51520,"Medium metro"
51530,"Noncore"
51540,"Small metro"
51550,"Large fringe metro"
51570,"Large fringe metro"
51580,"Noncore"
51590,"Micropolitan"
51595,"Noncore"
51600,"Large fringe metro"
51610,"Large fringe metro"
51620,"Noncore"
51630,"Large fringe metro"
51640,"Noncore"
51650,"Large fringe metro"
51660,"Small metro"
51670,"Large fringe metro"
51678,"Noncore"
51680,"Medium metro"
51683,"Large fringe metro"
51685,"Large fringe metro"
51690,"Micropolitan"
51700,"Large fringe metro"
51710,"Large central metro"
51720,"Micropolitan"
51730,"Large fringe metro"
51735,"Large fringe metro"
51740,"Large fringe metro"
51750,"Small metro"
51760,"Large central metro"
51770,"Medium metro"
51775,"Medium metro"
51790,"Small metro"
51800,"Large fringe metro"
51810,"Large central metro"
51820,"Small metro"
51830,"Large fringe metro"
51840,"Small metro"
50001,"Noncore"
50003,"Micropolitan"
50005,"Noncore"
50007,"Small metro"
50011,"Small metro"
50013,"Small metro"
50015,"Noncore"
50017,"Micropolitan"
50019,"Noncore"
50021,"Micropolitan"
50023,"Micropolitan"
50025,"Noncore"
50027,"Micropolitan"
53001,"Micropolitan"
53003,"Small metro"
53005,"Medium metro"
53007,"Small metro"
53009,"Micropolitan"
53011,"Large fringe metro"
53013,"Small metro"
53015,"Small metro"
53017,"Small metro"
53019,"Noncore"
53021,"Medium metro"
53023,"Noncore"
53025,"Micropolitan"
53027,"Micropolitan"
53029,"Micropolitan"
53031,"Noncore"
53033,"Large central metro"
53035,"Medium metro"
53037,"Micropolitan"
53039,"Noncore"
53041,"Micropolitan"
53043,"Noncore"
53045,"Micropolitan"
53047,"Noncore"
53049,"Noncore"
53051,"Medium metro"
53053,"Large fringe metro"
53057,"Small metro"
53059,"Large fringe metro"
53061,"Large fringe metro"
53063,"Medium metro"
53065,"Medium metro"
53067,"Medium metro"
53071,"Small metro"
53073,"Small metro"
53075,"Micropolitan"
53077,"Small metro"
55001,"Noncore"
55003,"Noncore"
55005,"Noncore"
55007,"Noncore"
55009,"Medium metro"
55011,"Noncore"
55013,"Noncore"
55015,"Small metro"
55017,"Small metro"
55019,"Noncore"
55021,"Medium metro"
55023,"Noncore"
55025,"Medium metro"
55027,"Micropolitan"
55029,"Noncore"
55031,"Medium metro"
55033,"Micropolitan"
55035,"Small metro"
55037,"Micropolitan"
55039,"Small metro"
55041,"Noncore"
55043,"Micropolitan"
55045,"Medium metro"
55047,"Noncore"
55049,"Medium metro"
55051,"Noncore"
55053,"Noncore"
55055,"Micropolitan"
55057,"Noncore"
55059,"Large fringe metro"
55061,"Medium metro"
55063,"Small metro"
55065,"Noncore"
55067,"Noncore"
55069,"Micropolitan"
55071,"Micropolitan"
55073,"Small metro"
55075,"Micropolitan"
55077,"Noncore"
55079,"Large central metro"
55081,"Noncore"
55083,"Medium metro"
55085,"Noncore"
55087,"Small metro"
55089,"Large fringe metro"
55091,"Noncore"
55093,"Large fringe metro"
55095,"Noncore"
55097,"Micropolitan"
55099,"Noncore"
55101,"Small metro"
55103,"Noncore"
55105,"Small metro"
55107,"Noncore"
55109,"Large fringe metro"
55111,"Micropolitan"
55113,"Noncore"
55115,"Micropolitan"
55117,"Small metro"
55119,"Noncore"
55121,"Noncore"
55123,"Noncore"
55125,"Noncore"
55127,"Micropolitan"
55129,"Noncore"
55131,"Large fringe metro"
55133,"Large fringe metro"
55135,"Noncore"
55137,"Noncore"
55139,"Small metro"
55141,"Micropolitan"
54001,"Noncore"
54003,"Medium metro"
54005,"Small metro"
54007,"Noncore"
54009,"Small metro"
54011,"Medium metro"
54015,"Small metro"
54019,"Small metro"
54021,"Noncore"
54023,"Noncore"
54025,"Noncore"
54027,"Small metro"
54029,"Small metro"
54031,"Noncore"
54033,"Micropolitan"
54035,"Noncore"
54037,"Large fringe metro"
54039,"Small metro"
54041,"Noncore"
54045,"Micropolitan"
54047,"Noncore"
54049,"Micropolitan"
54051,"Small metro"
54053,"Micropolitan"
54055,"Micropolitan"
54057,"Small metro"
54059,"Noncore"
54061,"Small metro"
54063,"Noncore"
54065,"Noncore"
54067,"Noncore"
54069,"Small metro"
54071,"Noncore"
54073,"Noncore"
54075,"Noncore"
54077,"Small metro"
54079,"Medium metro"
54081,"Small metro"
54083,"Micropolitan"
54085,"Noncore"
54087,"Noncore"
54089,"Noncore"
54091,"Micropolitan"
54093,"Noncore"
54095,"Noncore"
54097,"Noncore"
54099,"Medium metro"
54103,"Noncore"
54107,"Small metro"
54109,"Noncore"
56001,"Micropolitan"
56003,"Noncore"
56005,"Micropolitan"
56007,"Noncore"
56009,"Noncore"
56011,"Noncore"
56013,"Micropolitan"
56015,"Noncore"
56017,"Noncore"
56019,"Noncore"
56021,"Small metro"
56023,"Noncore"
56025,"Small metro"
56027,"Noncore"
56029,"Noncore"
56031,"Noncore"
56033,"Micropolitan"
56035,"Noncore"
56037,"Micropolitan"
56039,"Micropolitan"
56041,"Micropolitan"
56043,"Noncore"
56045,"Noncore"
